,UNODC,unodc_ddds@un.org,REGION,SUB-REGION,INDICATOR,DIMENSION,CATEGORY,SEX,AGE,YEAR,COUNTS,CASE-VALUE,SOURCE
3078,ROU,Romania,Europe,Eastern Europe,Detected trafficking victims,by form of exploitation,Forced labour,Male,0 to 17 years,2017,Counts,18,GLOTIP
3079,ROU,Romania,Europe,Eastern Europe,Detected trafficking victims,by form of exploitation,Forced labour,Male,18 years or over,2017,Counts,44,GLOTIP
3083,ROU,Romania,Europe,Eastern Europe,Detected trafficking victims,by form of exploitation,Sexual exploitation,Female,0 to 17 years,2017,Counts,200,GLOTIP
3084,ROU,Romania,Europe,Eastern Europe,Detected trafficking victims,by form of exploitation,Sexual exploitation,Female,18 years or over,2017,Counts,211,GLOTIP
3085,ROU,Romania,Europe,Eastern Europe,Detected trafficking victims,by form of exploitation,Sexual exploitation,Male,0 to 17 years,2017,Counts,42,GLOTIP
3091,ROU,Romania,Europe,Eastern Europe,Detected trafficking victims,by form of exploitation,Forced labour,Female,18 years or over,2018,Counts,6,GLOTIP
3092,ROU,Romania,Europe,Eastern Europe,Detected trafficking victims,by form of exploitation,Forced labour,Male,0 to 17 years,2018,Counts,7,GLOTIP
3093,ROU,Romania,Europe,Eastern Europe,Detected trafficking victims,by form of exploitation,Forced labour,Male,18 years or over,2018,Counts,85,GLOTIP
3097,ROU,Romania,Europe,Eastern Europe,Detected trafficking victims,by form of exploitation,Sexual exploitation,Female,0 to 17 years,2018,Counts,157,GLOTIP
3098,ROU,Romania,Europe,Eastern Europe,Detected trafficking victims,by form of exploitation,Sexual exploitation,Female,18 years or over,2018,Counts,158,GLOTIP
3099,ROU,Romania,Europe,Eastern Europe,Detected trafficking victims,by form of exploitation,Sexual exploitation,Male,0 to 17 years,2018,Counts,20,GLOTIP
3104,ROU,Romania,Europe,Eastern Europe,Detected trafficking victims,by form of exploitation,Forced labour,Female,0 to 17 years,2019,Counts,6,GLOTIP
3105,ROU,Romania,Europe,Eastern Europe,Detected trafficking victims,by form of exploitation,Forced labour,Female,18 years or over,2019,Counts,11,GLOTIP
3106,ROU,Romania,Europe,Eastern Europe,Detected trafficking victims,by form of exploitation,Forced labour,Male,0 to 17 years,2019,Counts,25,GLOTIP
3107,ROU,Romania,Europe,Eastern Europe,Detected trafficking victims,by form of exploitation,Forced labour,Male,18 years or over,2019,Counts,73,GLOTIP
3111,ROU,Romania,Europe,Eastern Europe,Detected trafficking victims,by form of exploitation,Sexual exploitation,Female,0 to 17 years,2019,Counts,252,GLOTIP
3112,ROU,Romania,Europe,Eastern Europe,Detected trafficking victims,by form of exploitation,Sexual exploitation,Female,18 years or over,2019,Counts,256,GLOTIP
3113,ROU,Romania,Europe,Eastern Europe,Detected trafficking victims,by form of exploitation,Sexual exploitation,Male,0 to 17 years,2019,Counts,10,GLOTIP
3119,ROU,Romania,Europe,Eastern Europe,Detected trafficking victims,by form of exploitation,Forced labour,Female,18 years or over,2020,Counts,18,GLOTIP
3120,ROU,Romania,Europe,Eastern Europe,Detected trafficking victims,by form of exploitation,Forced labour,Male,0 to 17 years,2020,Counts,10,GLOTIP
3121,ROU,Romania,Europe,Eastern Europe,Detected trafficking victims,by form of exploitation,Forced labour,Male,18 years or over,2020,Counts,65,GLOTIP
3125,ROU,Romania,Europe,Eastern Europe,Detected trafficking victims,by form of exploitation,Sexual exploitation,Female,0 to 17 years,2020,Counts,183,GLOTIP
3126,ROU,Romania,Europe,Eastern Europe,Detected trafficking victims,by form of exploitation,Sexual exploitation,Female,18 years or over,2020,Counts,210,GLOTIP
3127,ROU,Romania,Europe,Eastern Europe,Detected trafficking victims,by form of exploitation,Sexual exploitation,Male,0 to 17 years,2020,Counts,32,GLOTIP
3133,SAU,Saudi Arabia,Asia,Western Asia,Detected trafficking victims,by form of exploitation,Forced labour,Female,18 years or over,2018,Counts,45,GLOTIP
3135,SAU,Saudi Arabia,Asia,Western Asia,Detected trafficking victims,by form of exploitation,Forced labour,Male,18 years or over,2018,Counts,18,GLOTIP
3137,SAU,Saudi Arabia,Asia,Western Asia,Detected trafficking victims,by form of exploitation,Sexual exploitation,Female,18 years or over,2018,Counts,10,GLOTIP
3140,SAU,Saudi Arabia,Asia,Western Asia,Detected trafficking victims,by form of exploitation,Forced labour,Female,18 years or over,2019,Counts,181,GLOTIP
3142,SAU,Saudi Arabia,Asia,Western Asia,Detected trafficking victims,by form of exploitation,Forced labour,Male,18 years or over,2019,Counts,215,GLOTIP
3144,SAU,Saudi Arabia,Asia,Western Asia,Detected trafficking victims,by form of exploitation,Sexual exploitation,Female,18 years or over,2019,Counts,32,GLOTIP
3147,SAU,Saudi Arabia,Asia,Western Asia,Detected trafficking victims,by form of exploitation,Sexual exploitation,Female,18 years or over,2020,Counts,25,GLOTIP
3148,SGP,Singapore,Asia,South-eastern Asia,Detected trafficking victims,by form of exploitation,Forced labour,Female,18 years or over,2015,Counts,7,GLOTIP
3149,SGP,Singapore,Asia,South-eastern Asia,Detected trafficking victims,by form of exploitation,Sexual exploitation,Female,0 to 17 years,2015,Counts,6,GLOTIP
3150,SGP,Singapore,Asia,South-eastern Asia,Detected trafficking victims,by form of exploitation,Sexual exploitation,Female,18 years or over,2015,Counts,5,GLOTIP
3152,SGP,Singapore,Asia,South-eastern Asia,Detected trafficking victims,by form of exploitation,Forced labour,Male,0 to 17 years,2016,Counts,16,GLOTIP
3214,SLB,Solomon Islands,Oceania,Melanesia,Detected trafficking victims,by form of exploitation,Sexual exploitation,Female,0 to 17 years,2019,Counts,8,GLOTIP
3227,SLE,Sierra Leone,Africa,Sub-Saharan Africa,Detected trafficking victims,by form of exploitation,Forced labour,Female,18 years or over,2017,Counts,9,GLOTIP
3237,SLV,El Salvador,Americas,Latin America and the Caribbean,Detected trafficking victims,by form of exploitation,Sexual exploitation,Female,0 to 17 years,2017,Counts,18,GLOTIP
3238,SLV,El Salvador,Americas,Latin America and the Caribbean,Detected trafficking victims,by form of exploitation,Sexual exploitation,Female,18 years or over,2017,Counts,11,GLOTIP
3243,SLV,El Salvador,Americas,Latin America and the Caribbean,Detected trafficking victims,by form of exploitation,Sexual exploitation,Unknown,Unknown,2017,Counts,8,GLOTIP
3244,SLV,El Salvador,Americas,Latin America and the Caribbean,Detected trafficking victims,by form of exploitation,Forced labour,Female,0 to 17 years,2018,Counts,5,GLOTIP
3246,SLV,El Salvador,Americas,Latin America and the Caribbean,Detected trafficking victims,by form of exploitation,Forced labour,Male,0 to 17 years,2018,Counts,5,GLOTIP
3251,SLV,El Salvador,Americas,Latin America and the Caribbean,Detected trafficking victims,by form of exploitation,Sexual exploitation,Female,0 to 17 years,2018,Counts,15,GLOTIP
3252,SLV,El Salvador,Americas,Latin America and the Caribbean,Detected trafficking victims,by form of exploitation,Sexual exploitation,Female,18 years or over,2018,Counts,38,GLOTIP
3257,SLV,El Salvador,Americas,Latin America and the Caribbean,Detected trafficking victims,by form of exploitation,Sexual exploitation,Unknown,Unknown,2018,Counts,8,GLOTIP
3260,SLV,El Salvador,Americas,Latin America and the Caribbean,Detected trafficking victims,by form of exploitation,Forced labour,Male,0 to 17 years,2019,Counts,5,GLOTIP
3264,SLV,El Salvador,Americas,Latin America and the Caribbean,Detected trafficking victims,by form of exploitation,Forced labour,Unknown,Unknown,2019,Counts,45,GLOTIP
3265,SLV,El Salvador,Americas,Latin America and the Caribbean,Detected trafficking victims,by form of exploitation,Sexual exploitation,Female,0 to 17 years,2019,Counts,26,GLOTIP
3266,SLV,El Salvador,Americas,Latin America and the Caribbean,Detected trafficking victims,by form of exploitation,Sexual exploitation,Female,18 years or over,2019,Counts,5,GLOTIP
3270,SLV,El Salvador,Americas,Latin America and the Caribbean,Detected trafficking victims,by form of exploitation,Sexual exploitation,Other,18 years or over,2019,Counts,14,GLOTIP
3271,SLV,El Salvador,Americas,Latin America and the Caribbean,Detected trafficking victims,by form of exploitation,Sexual exploitation,Unknown,Unknown,2019,Counts,14,GLOTIP
3279,SLV,El Salvador,Americas,Latin America and the Caribbean,Detected trafficking victims,by form of exploitation,Sexual exploitation,Female,0 to 17 years,2020,Counts,5,GLOTIP
3280,SLV,El Salvador,Americas,Latin America and the Caribbean,Detected trafficking victims,by form of exploitation,Sexual exploitation,Female,18 years or over,2020,Counts,37,GLOTIP
3284,SLV,El Salvador,Americas,Latin America and the Caribbean,Detected trafficking victims,by form of exploitation,Sexual exploitation,Other,18 years or over,2020,Counts,5,GLOTIP
3285,SLV,El Salvador,Americas,Latin America and the Caribbean,Detected trafficking victims,by form of exploitation,Sexual exploitation,Unknown,Unknown,2020,Counts,5,GLOTIP
3286,SLV,El Salvador,Americas,Latin America and the Caribbean,Detected trafficking victims,by form of exploitation,Sexual exploitation,Female,18 years or over,2021,Counts,30,GLOTIP
3290,SRB,Serbia,Europe,Southern Europe,Detected trafficking victims,by form of exploitation,Forced labour,Male,18 years or over,2014,Counts,35,GLOTIP
3296,SRB,Serbia,Europe,Southern Europe,Detected trafficking victims,by form of exploitation,Forced labour,Male,18 years or over,2015,Counts,8,GLOTIP
3298,SRB,Serbia,Europe,Southern Europe,Detected trafficking victims,by form of exploitation,Sexual exploitation,Male,0 to 17 years,2015,Counts,17,GLOTIP
3301,SRB,Serbia,Europe,Southern Europe,Detected trafficking victims,by form of exploitation,Sexual exploitation,Female,18 years or over,2016,Counts,23,GLOTIP
3307,SRB,Serbia,Europe,Southern Europe,Detected trafficking victims,by form of exploitation,Sexual exploitation,Female,18 years or over,2017,Counts,5,GLOTIP
3315,SRB,Serbia,Europe,Southern Europe,Detected trafficking victims,by form of exploitation,Sexual exploitation,Female,18 years or over,2018,Counts,13,GLOTIP
3321,SRB,Serbia,Europe,Southern Europe,Detected trafficking victims,by form of exploitation,Forced labour,Male,18 years or over,2019,Counts,10,GLOTIP
3322,SRB,Serbia,Europe,Southern Europe,Detected trafficking victims,by form of exploitation,Sexual exploitation,Female,0 to 17 years,2019,Counts,6,GLOTIP
3323,SRB,Serbia,Europe,Southern Europe,Detected trafficking victims,by form of exploitation,Sexual exploitation,Female,18 years or over,2019,Counts,9,GLOTIP
3327,SRB,Serbia,Europe,Southern Europe,Detected trafficking victims,by form of exploitation,Forced labour,Female,18 years or over,2020,Counts,8,GLOTIP
3330,SRB,Serbia,Europe,Southern Europe,Detected trafficking victims,by form of exploitation,Sexual exploitation,Female,0 to 17 years,2020,Counts,5,GLOTIP
3331,SRB,Serbia,Europe,Southern Europe,Detected trafficking victims,by form of exploitation,Sexual exploitation,Female,18 years or over,2020,Counts,14,GLOTIP
3337,SUR,Suriname,Americas,Latin America and the Caribbean,Detected trafficking victims,by form of exploitation,Sexual exploitation,Female,18 years or over,2021,Counts,8,GLOTIP
3341,SVK,Slovakia,Europe,Eastern Europe,Detected trafficking victims,by form of exploitation,Forced labour,Male,18 years or over,2014,Counts,9,GLOTIP
3342,SVK,Slovakia,Europe,Eastern Europe,Detected trafficking victims,by form of exploitation,Sexual exploitation,Female,18 years or over,2014,Counts,13,GLOTIP
3344,SVK,Slovakia,Europe,Eastern Europe,Detected trafficking victims,by form of exploitation,Forced labour,Male,18 years or over,2015,Counts,14,GLOTIP
3349,SVK,Slovakia,Europe,Eastern Europe,Detected trafficking victims,by form of exploitation,Forced labour,Male,18 years or over,2016,Counts,16,GLOTIP
3351,SVK,Slovakia,Europe,Eastern Europe,Detected trafficking victims,by form of exploitation,Sexual exploitation,Female,18 years or over,2016,Counts,14,GLOTIP
3357,SVK,Slovakia,Europe,Eastern Europe,Detected trafficking victims,by form of exploitation,Forced labour,Male,18 years or over,2017,Counts,17,GLOTIP
3361,SVK,Slovakia,Europe,Eastern Europe,Detected trafficking victims,by form of exploitation,Sexual exploitation,Female,0 to 17 years,2017,Counts,9,GLOTIP
3362,SVK,Slovakia,Europe,Eastern Europe,Detected trafficking victims,by form of exploitation,Sexual exploitation,Female,18 years or over,2017,Counts,30,GLOTIP
3371,SVK,Slovakia,Europe,Eastern Europe,Detected trafficking victims,by form of exploitation,Forced labour,Male,18 years or over,2018,Counts,6,GLOTIP
3375,SVK,Slovakia,Europe,Eastern Europe,Detected trafficking victims,by form of exploitation,Sexual exploitation,Female,0 to 17 years,2018,Counts,7,GLOTIP
3376,SVK,Slovakia,Europe,Eastern Europe,Detected trafficking victims,by form of exploitation,Sexual exploitation,Female,18 years or over,2018,Counts,10,GLOTIP
3384,SVK,Slovakia,Europe,Eastern Europe,Detected trafficking victims,by form of exploitation,Forced labour,Male,0 to 17 years,2019,Counts,6,GLOTIP
3385,SVK,Slovakia,Europe,Eastern Europe,Detected trafficking victims,by form of exploitation,Forced labour,Male,18 years or over,2019,Counts,28,GLOTIP
3389,SVK,Slovakia,Europe,Eastern Europe,Detected trafficking victims,by form of exploitation,Sexual exploitation,Female,0 to 17 years,2019,Counts,6,GLOTIP
3390,SVK,Slovakia,Europe,Eastern Europe,Detected trafficking victims,by form of exploitation,Sexual exploitation,Female,18 years or over,2019,Counts,7,GLOTIP
3399,SVK,Slovakia,Europe,Eastern Europe,Detected trafficking victims,by form of exploitation,Forced labour,Male,18 years or over,2020,Counts,21,GLOTIP
3403,SVK,Slovakia,Europe,Eastern Europe,Detected trafficking victims,by form of exploitation,Sexual exploitation,Female,0 to 17 years,2020,Counts,7,GLOTIP
3404,SVK,Slovakia,Europe,Eastern Europe,Detected trafficking victims,by form of exploitation,Sexual exploitation,Female,18 years or over,2020,Counts,11,GLOTIP
3412,SVN,Slovenia,Europe,Southern Europe,Detected trafficking victims,by form of exploitation,Sexual exploitation,Female,18 years or over,2015,Counts,47,GLOTIP
3414,SVN,Slovenia,Europe,Southern Europe,Detected trafficking victims,by form of exploitation,Sexual exploitation,Female,18 years or over,2016,Counts,25,GLOTIP
3420,SVN,Slovenia,Europe,Southern Europe,Detected trafficking victims,by form of exploitation,Sexual exploitation,Female,18 years or over,2017,Counts,65,GLOTIP
3428,SVN,Slovenia,Europe,Southern Europe,Detected trafficking victims,by form of exploitation,Sexual exploitation,Female,18 years or over,2018,Counts,66,GLOTIP
3436,SVN,Slovenia,Europe,Southern Europe,Detected trafficking victims,by form of exploitation,Sexual exploitation,Female,18 years or over,2019,Counts,5,GLOTIP
3444,SVN,Slovenia,Europe,Southern Europe,Detected trafficking victims,by form of exploitation,Sexual exploitation,Female,18 years or over,2020,Counts,27,GLOTIP
3486,THA,Thailand,Asia,South-eastern Asia,Detected trafficking victims,by form of exploitation,Forced labour,Female,0 to 17 years,2014,Counts,38,GLOTIP
3487,THA,Thailand,Asia,South-eastern Asia,Detected trafficking victims,by form of exploitation,Forced labour,Female,18 years or over,2014,Counts,13,GLOTIP
3488,THA,Thailand,Asia,South-eastern Asia,Detected trafficking victims,by form of exploitation,Forced labour,Male,0 to 17 years,2014,Counts,18,GLOTIP
3489,THA,Thailand,Asia,South-eastern Asia,Detected trafficking victims,by form of exploitation,Forced labour,Male,18 years or over,2014,Counts,119,GLOTIP
3490,THA,Thailand,Asia,South-eastern Asia,Detected trafficking victims,by form of exploitation,Sexual exploitation,Female,0 to 17 years,2014,Counts,257,GLOTIP
3491,THA,Thailand,Asia,South-eastern Asia,Detected trafficking victims,by form of exploitation,Sexual exploitation,Female,18 years or over,2014,Counts,72,GLOTIP
